Giocatore,Squadra,Squadra entro i parametri stabiliti,Posizione,Età,Valore di mercato (Transfermarkt),Scadenza contratto,Partite disputate,Minuti giocati,Goal,xG,Assist,xA,Paese di nascita,Passaporto,Piede,Altezza,Peso,In prestito,Azione difensive riuscite/90,Duelli difensivi/90,"Duelli difensivi vinti, %",Duelli aerei/90,"Duelli aerei vinti, %",Contrasti/90,Possesso riconquistato dopo tackle scivolato,Tiri intercettati/90,Palle intercettate/90,Possesso riconquistato dopo intercetto,Falli/90,Cartellini gialli,Cartellini gialli/90,Cartellini rossi,Cartellini rossi/90,Azioni offensive riuscite/90,Goal/90,Goal (esclusi rigori),Goal esclusi rigori/90,xG/90,Goal di testa,Goal di testa/90,Tiri,Tiri/90,"Tiri in porta, %","Realizzazione, %",Assist/90,Cross/90,"Precisione cross, %",Cross dalla fascia sinistra/90,"Cross precisi da sinistra, %",Cross dalla fascia destra/90,"Cross precisi da destra, %",Cross verso l'area piccola/90,Dribbling/90,"Dribbling riusciti, %",Duelli offensivi/90,"Duelli offensivi vinti, %",Tocchi in area/90,Allunghi/90,Accelerazioni/90,Passaggi ricevuti/90,Lanci lunghi ricevuti/90,Falli subiti/90,Passaggi/90,"Precisione passaggi, %",Passaggi in avanti/90,"Precisione passaggi in avanti, %",Retropassaggi/90,"Precisione retropassaggi, %",Passaggi laterali/90,"Precisione passaggi laterali, %",Passaggi corti / medi /90,"Precisione passaggi corti / medi, %",Passaggi lunghi/90,"Precisione lanci lunghi, %","Lunghezza media passaggi, m","Lunghezza media passaggi lunghi, m",xA/90,Assist/90.1,Second assist/90,Third assist/90,Passaggi smarcanti/90,"Precisione passaggi smarcanti, %",Passaggi chiave/90,Passaggi nella trequarti/90,"Precisione passaggi verso la trequarti, %",Passaggi verso l'area di rigore/90,"Precisione passaggi verso l'area di rigore, %",Passaggi filtranti/90,"Precisione passaggi filtranti, %",Attacco in profondità/90,Cross dalla trequarti/90,Passaggi progressivi/90,"Precisione passaggi progressivi, %",Retropassaggi ricevuti dal portiere/90 
L. Ravanelli,Cremonese,Cremonese,"CB, RCB",27,2000000,2025-06-30,8,755,0,0.0,0,0.0,Italy,Italy,destro,187,75,no,11.09,7.27,80.33,4.05,70.59,0.12,0.17,0.72,5.13,7.21,0.36,1,0.12,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,20.0,0.12,0.72,0.24,31.47,0.0,0.36,48.28,89.63,18.6,81.41,2.26,94.74,22.41,96.28,43.63,93.17,4.65,56.41,19.63,31.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,66.67,0.12,100.0,0.12,100.0,0.12,0.0,6.56,69.09,1.43
M. Ravasio,Cittadella,Cittadella,CF,26,250000,2027-06-30,13,604,1,1.48,0,0.23,Italy,Italy,destro,185,80,no,1.49,3.43,30.43,7.45,38.0,0.0,0.0,0.0,0.45,0.55,2.83,2,0.3,0,0.0,2.38,0.15,1,0.15,0.22,0,0.0,14,2.09,42.86,7.143,0.0,0.3,50.0,0.15,100.0,0.15,0.0,0.0,1.94,69.23,7.6,45.1,2.09,0.6,0.0,8.49,1.94,1.04,11.92,72.5,2.68,44.44,3.43,91.3,3.13,76.19,11.47,72.73,0.15,100.0,14.37,3.31,0.03,0.75,0.0,0.0,0.0,0.0,0.45,0.75,60.0,0.6,50.0,0.0,0.0,0.45,0.3,0.89,66.67,0.0
A. Reca,Spezia,Spezia,"LWB, LB, LW",29,1300000,2025-06-30,7,470,0,0.26,0,0.25,Poland,Poland,sinistro,187,76,no,7.28,4.21,68.18,3.06,43.75,0.0,0.0,0.19,4.4,5.43,0.38,2,0.38,0,0.0,5.55,0.0,0,0.0,0.05,0,0.0,4,0.77,25.0,0.0,0.0,5.36,39.29,5.36,39.29,0.0,0.0,0.38,5.36,60.71,7.66,52.5,1.34,1.53,0.38,12.45,1.72,0.77,23.17,61.16,7.09,56.76,3.64,94.74,7.66,62.5,14.55,69.74,3.26,58.82,22.63,39.33,0.05,0.57,0.0,0.0,0.0,0.0,0.57,3.06,56.25,4.79,48.0,0.19,0.0,0.19,2.3,6.13,84.38,0.38
A. Redolfi,Mantova,Mantova,LCB,30,400000,2026-06-30,10,929,1,0.32,0,0.0,Italy,Italy,destro,188,78,no,7.36,5.62,62.07,4.46,58.7,0.19,0.37,0.68,3.68,7.04,1.36,3,0.29,0,0.0,0.29,0.1,1,0.1,0.03,1,0.1,3,0.29,100.0,33.333,0.0,0.19,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.39,75.0,0.48,0.19,0.0,50.47,0.39,0.68,66.36,94.6,23.93,88.66,2.71,100.0,34.68,98.88,62.58,96.59,3.58,64.86,18.74,32.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,69.57,0.29,0.0,0.1,0.0,0.1,0.0,5.91,68.85,2.52
T. Reinhart,Reggiana,Reggiana,"DMF, RCMF",24,300000,2026-06-30,10,808,1,1.1,0,0.51,Argentina,"Argentina, Italy",destro,173,71,no,10.58,6.79,63.93,2.12,31.58,0.56,0.69,0.33,5.68,7.02,1.0,2,0.22,0,0.0,1.0,0.11,1,0.11,0.12,0,0.0,4,0.45,50.0,25.0,0.0,0.67,33.33,0.45,0.0,0.22,100.0,0.11,0.67,83.33,2.78,48.0,0.45,0.78,0.0,26.73,0.11,1.23,42.22,83.11,14.26,67.97,5.12,95.65,17.38,91.03,36.09,90.12,5.46,42.86,18.58,32.17,0.06,1.0,0.0,0.0,0.22,0.0,0.0,5.79,67.31,1.23,27.27,0.11,100.0,0.22,0.22,6.79,50.82,0.45
G. Ricci,Cosenza,Cosenza,"LWB, LB, LCMF",28,500000,2026-06-30,10,576,1,0.45,1,0.57,Italy,Italy,sinistro,184,74,no,8.13,8.13,63.46,3.59,30.43,0.31,0.47,0.31,2.66,4.02,1.41,2,0.31,0,0.0,2.5,0.16,1,0.16,0.07,0,0.0,3,0.47,33.33,33.333,0.16,3.75,20.83,3.44,22.73,0.31,0.0,0.47,3.44,40.91,7.81,44.0,0.94,0.78,0.31,15.0,1.41,2.66,25.94,65.66,10.31,56.06,2.66,88.24,9.69,70.97,18.59,77.31,4.06,50.0,24.03,40.57,0.09,1.25,0.0,0.0,0.16,100.0,0.16,4.84,54.84,3.75,37.5,0.47,66.67,1.09,0.78,7.19,89.13,0.78
M. Ricciardi,Cosenza,Cosenza,RWB,24,250000,2026-06-30,10,631,2,1.93,0,1.07,Italy,Italy,destro,184,75,no,6.99,5.13,52.78,3.0,38.1,0.0,0.0,0.43,4.28,6.87,1.0,1,0.14,0,0.0,5.99,0.29,2,0.29,0.28,0,0.0,17,2.42,41.18,11.765,0.0,4.71,36.36,0.29,0.0,4.42,38.71,0.43,5.28,59.46,12.55,54.55,3.85,1.71,0.43,15.4,2.57,2.14,25.39,70.22,9.13,67.19,2.71,94.74,7.84,74.55,18.83,83.33,2.14,26.67,20.29,26.94,0.15,1.43,0.0,0.0,0.29,50.0,0.43,3.57,76.0,3.28,65.22,0.29,50.0,0.71,1.57,6.85,72.92,0.14
A. Riccio,Sampdoria,Sampdoria,"CB, LCB",22,600000,2027-06-30,7,649,0,0.03,0,0.0,Italy,Italy,destro,187,78,no,7.35,7.21,53.85,3.74,59.26,0.0,0.0,1.39,3.47,4.63,1.94,4,0.55,1,0.14,0.28,0.0,0,0.0,0.0,0,0.0,1,0.14,100.0,0.0,0.0,0.42,0.0,0.28,0.0,0.14,0.0,0.14,0.42,33.33,2.63,36.84,0.14,0.42,0.0,25.79,0.42,0.83,43.68,86.35,15.67,69.91,2.36,100.0,23.57,96.47,36.89,93.23,6.38,52.17,23.08,35.03,0.0,0.0,0.0,0.14,0.14,0.0,0.0,4.99,63.89,0.69,0.0,0.28,0.0,0.0,0.14,7.21,59.62,2.08
A. Rizzo Pinna,Cosenza,Cosenza,"AMF, LCMF, LAMF",24,500000,2027-06-30,9,320,1,0.37,0,0.23,Italy,Italy,destro,180,71,no,4.5,3.66,69.23,1.69,0.0,0.84,1.58,0.0,1.13,2.11,1.13,0,0.0,0,0.0,3.09,0.28,1,0.28,0.1,0,0.0,8,2.25,50.0,12.5,0.0,1.41,0.0,1.13,0.0,0.28,0.0,0.28,4.22,46.67,8.44,50.0,1.13,0.84,0.0,16.88,1.97,1.69,19.69,74.29,4.78,52.94,5.63,90.0,7.31,76.92,16.59,83.05,1.69,50.0,20.91,16.12,0.06,0.84,0.0,0.0,0.28,0.0,0.0,2.81,50.0,1.13,0.0,0.28,0.0,0.56,0.0,1.41,80.0,0.0
Y. Rocchetti,Juve Stabia,Juve Stabia,"LWB, LB",21,100000,2027-06-30,10,580,0,0.14,0,0.53,Italy,Italy,sinistro,182,74,si,10.71,9.93,64.06,2.79,38.89,0.47,0.71,0.16,3.88,5.95,1.71,0,0.0,0,0.0,1.71,0.0,0,0.0,0.02,0,0.0,2,0.31,50.0,0.0,0.0,3.26,33.33,3.26,33.33,0.0,0.0,0.47,1.09,42.86,4.19,22.22,0.31,1.86,0.0,22.97,1.55,0.47,31.97,74.76,14.12,67.03,6.52,100.0,7.6,73.47,23.28,89.33,5.43,37.14,25.63,38.26,0.08,0.62,0.0,0.0,0.0,0.0,0.16,5.74,56.76,3.41,50.0,0.16,100.0,0.62,1.09,7.76,76.0,1.09
F. Romagna,Sassuolo,Sassuolo,"LCB, RCB, CB",27,400000,,11,1036,0,0.0,0,0.05,Italy,Italy,destro,186,75,no,9.12,4.17,83.33,2.87,54.55,0.17,0.21,0.87,5.47,6.73,0.26,2,0.17,0,0.0,0.09,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.09,100.0,0.0,0.0,0.09,100.0,0.0,0.0,0.0,0.96,63.64,0.26,0.26,0.0,30.14,0.17,0.61,46.48,91.03,14.68,78.7,2.26,100.0,23.72,98.17,41.18,95.78,5.21,53.33,19.5,35.7,0.0,0.09,0.0,0.09,0.09,0.0,0.0,5.82,76.12,0.61,71.43,0.43,20.0,0.17,0.09,6.08,74.29,1.82
S. Romagnoli,Sampdoria,Sampdoria,CB,34,800000,2026-06-30,10,810,0,1.0,0,0.0,Italy,Italy,destro,194,82,si,8.89,5.89,79.25,6.11,54.55,0.11,0.15,0.89,4.11,5.52,0.89,2,0.22,0,0.0,0.33,0.0,0,0.0,0.11,0,0.0,6,0.67,50.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.33,33.33,1.0,0.33,0.0,26.78,0.44,0.11,40.33,87.05,14.78,74.44,2.11,94.74,19.67,97.18,34.22,91.23,6.0,64.81,21.52,32.01,0.0,0.0,0.0,0.11,0.0,0.0,0.0,4.0,69.44,0.33,33.33,0.22,0.0,0.22,0.0,7.67,62.32,1.67
M. Rover,Südtirol,Südtirol,"RB, LB, LWB",25,1200000,2026-06-30,13,929,3,1.76,0,0.07,Italy,Italy,destro,185,76,no,9.4,7.56,64.1,2.81,37.93,0.1,0.12,0.29,4.46,5.61,1.07,3,0.29,0,0.0,4.26,0.29,3,0.29,0.17,1,0.1,27,2.62,40.74,11.111,0.0,3.39,22.86,1.07,27.27,2.33,20.83,0.58,3.68,65.79,6.68,49.28,3.29,2.42,0.39,20.25,2.62,0.29,26.35,71.32,7.46,61.04,5.81,90.0,7.56,67.95,20.54,82.55,2.52,46.15,18.15,27.26,0.01,0.19,0.0,0.0,0.1,0.0,0.0,2.42,76.0,2.42,28.0,0.1,0.0,0.39,0.78,5.13,67.92,0.29
P. Rozzio,Reggiana,Reggiana,"LCB, CB",32,400000,2025-06-30,9,843,0,0.63,0,0.34,Italy,Italy,destro,190,85,no,7.58,4.48,66.67,6.41,60.0,0.21,0.26,1.07,4.38,5.42,0.75,2,0.21,0,0.0,0.21,0.0,0,0.0,0.07,0,0.0,4,0.43,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,85.71,0.64,0.21,0.0,30.53,0.32,0.85,46.65,90.62,9.4,68.18,1.71,100.0,31.49,97.63,43.02,94.29,3.63,47.06,21.02,30.09,0.04,0.11,0.0,0.0,0.0,0.0,0.0,2.24,57.14,0.21,0.0,0.11,0.0,0.11,0.0,4.16,38.46,1.49
M. Ruggero,Juve Stabia,Juve Stabia,"RCB, CB",24,275000,2026-06-30,12,973,0,0.61,1,0.53,Italy,Italy,destro,182,77,no,9.9,7.95,60.47,4.07,65.91,0.46,0.75,0.46,4.62,7.46,2.59,7,0.65,0,0.0,0.65,0.0,0,0.0,0.06,0,0.0,5,0.46,20.0,0.0,0.09,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.74,75.0,1.85,45.0,0.55,0.92,0.09,28.49,0.28,1.11,43.2,85.22,17.39,71.81,4.72,98.04,15.82,97.08,37.09,90.02,5.92,57.81,19.91,32.45,0.05,0.28,0.0,0.0,0.0,0.0,0.09,5.73,61.29,1.39,26.67,0.55,16.67,0.46,0.0,7.86,70.59,2.77
F. Ruocco,Mantova,Mantova,"LAMF, LWB",23,500000,2028-06-30,12,547,1,1.22,1,1.03,Italy,Italy,destro,170,66,no,4.11,4.61,60.71,1.97,16.67,0.0,0.0,0.0,1.32,2.61,1.32,0,0.0,0,0.0,5.59,0.16,1,0.16,0.2,0,0.0,4,0.66,25.0,25.0,0.16,2.96,44.44,2.63,50.0,0.33,0.0,0.49,5.27,78.13,14.31,50.57,1.81,2.3,0.99,24.68,1.81,3.46,32.74,91.46,3.46,85.71,13.66,98.8,8.72,84.91,29.62,96.67,0.33,50.0,14.37,8.83,0.17,1.97,0.0,0.0,0.0,0.0,0.99,1.32,87.5,2.8,58.82,0.0,0.0,0.99,1.15,2.96,94.44,0.0
A. Rus,Pisa,Pisa,RCB,28,700000,2026-06-30,8,456,0,0.0,0,0.29,Romania,"Romania, Hungary",destro,188,77,no,8.29,6.12,54.84,2.37,66.67,0.2,0.24,0.39,4.74,5.81,2.17,2,0.39,0,0.0,0.79,0.0,0,0.0,0.0,0,0.0,1,0.2,0.0,0.0,0.0,1.97,30.0,0.39,100.0,1.58,12.5,0.39,0.59,33.33,2.57,38.46,0.2,0.99,0.2,25.86,0.79,0.59,37.7,80.63,15.79,73.75,3.95,95.0,15.39,88.46,31.18,87.97,4.74,50.0,19.9,24.63,0.06,0.99,0.0,0.0,0.0,0.0,0.0,4.54,69.57,1.97,40.0,0.2,100.0,0.0,0.79,7.89,70.0,2.17
F. Russo,Sassuolo,Sassuolo,CF,20,800000,,8,305,1,1.35,0,0.32,Italy,Italy,destro,188,78,no,1.77,2.36,37.5,7.08,37.5,0.3,0.38,0.0,0.59,0.76,0.59,0,0.0,0,0.0,2.66,0.3,1,0.3,0.4,1,0.3,10,2.95,40.0,10.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,2.36,62.5,7.08,45.83,5.9,0.3,0.0,15.93,1.77,1.48,20.07,86.76,2.36,87.5,7.08,95.83,4.43,80.0,18.59,87.3,1.18,100.0,13.91,12.48,0.1,0.59,0.0,0.0,0.0,0.0,0.59,0.3,100.0,1.77,66.67,0.0,0.0,1.18,0.0,2.07,71.43,0.0
C. Saco,Bari,Bari,"RCMF, LCMF, RW",22,300000,2025-06-30,6,121,0,0.2,0,0.05,France,"France, Mali",sinistro,200,90,si,11.16,8.18,72.73,8.18,36.36,0.0,0.0,0.74,5.21,7.24,2.98,1,0.74,0,0.0,2.23,0.0,0,0.0,0.15,0,0.0,1,0.74,0.0,0.0,0.0,1.49,50.0,0.74,100.0,0.74,0.0,0.0,1.49,100.0,5.21,28.57,1.49,0.74,0.0,12.64,0.0,0.0,17.11,95.65,2.98,100.0,2.23,100.0,8.93,91.67,15.62,100.0,0.0,0.0,14.87,0.0,0.04,0.74,0.0,0.0,0.0,0.0,0.0,2.23,100.0,1.49,50.0,0.0,0.0,0.74,0.74,2.23,100.0,0.0
A. Salvi,Cittadella,Cittadella,"RB, RCB",36,250000,,11,689,0,0.08,0,0.01,Italy,Italy,destro,183,78,no,8.88,6.27,54.17,2.87,54.55,0.13,0.18,0.39,5.36,7.19,1.7,3,0.39,1,0.13,0.78,0.0,0,0.0,0.01,0,0.0,5,0.65,40.0,0.0,0.0,1.7,23.08,0.26,0.0,1.31,30.0,0.26,0.52,25.0,1.96,40.0,0.26,0.52,0.13,20.25,0.39,1.04,33.57,76.65,15.81,61.98,3.4,92.31,10.71,92.68,24.3,82.8,7.71,67.8,22.68,29.86,0.0,0.26,0.0,0.0,0.0,0.0,0.26,6.27,58.33,1.57,33.33,0.52,50.0,0.26,0.39,9.01,76.81,0.52
M. Sampirisi,Reggiana,Reggiana,"RB, RCB",32,600000,2025-06-30,5,240,0,0.0,0,0.15,Italy,Italy,destro,188,75,no,12.38,9.38,60.0,2.25,50.0,0.0,0.0,0.75,6.75,8.06,1.88,1,0.38,0,0.0,0.75,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,50.0,0.0,0.0,1.5,50.0,0.38,0.75,0.0,5.63,20.0,0.38,0.75,0.0,25.5,0.0,1.5,39.0,90.38,12.0,75.0,5.63,100.0,13.88,97.3,34.5,93.48,3.0,75.0,21.35,23.13,0.06,0.38,0.0,0.0,0.0,0.0,0.0,4.13,72.73,1.5,75.0,0.75,50.0,0.75,0.75,5.63,66.67,0.38
M. Sankoh,Cosenza,Cosenza,CF,21,700000,2026-06-30,6,220,0,0.49,0,0.03,Sierra Leone,"Sierra Leone, Netherlands",destro,183,77,si,3.27,3.68,55.56,8.59,19.05,0.0,0.0,0.41,1.23,1.84,4.91,1,0.41,0,0.0,0.82,0.0,0,0.0,0.2,0,0.0,3,1.23,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,14.29,9.0,22.73,3.27,0.41,1.23,4.91,0.41,0.41,8.18,70.0,1.23,66.67,3.27,62.5,1.64,75.0,8.18,70.0,0.0,0.0,8.4,0.0,0.01,0.82,0.41,0.0,0.0,0.0,0.0,0.41,0.0,0.82,100.0,0.0,0.0,1.23,0.0,0.82,50.0,0.0
S. Santoro,Modena,Modena,"RCMF, LCMF, LDMF",25,1000000,2026-06-30,12,1001,1,0.72,0,0.47,Italy,Italy,destro,181,68,no,10.79,7.82,77.01,3.15,45.71,0.54,0.66,0.18,4.23,5.18,1.62,4,0.36,0,0.0,0.9,0.09,1,0.09,0.06,0,0.0,7,0.63,42.86,14.286,0.0,0.99,36.36,0.72,37.5,0.27,33.33,0.09,0.9,30.0,4.14,45.65,0.99,1.17,0.27,21.85,0.27,1.44,35.51,81.52,11.96,69.17,5.12,98.25,11.69,86.92,31.29,87.07,3.33,43.24,17.85,33.5,0.04,0.54,0.0,0.0,0.09,0.0,0.18,5.3,66.1,1.26,35.71,0.18,50.0,0.18,0.36,4.59,66.67,0.45
G. Satalino,Sassuolo,Sassuolo,GK,25,300000,,6,586,0,0.0,0,0.0,Italy,Italy,destro,188,75,no,1.23,0.0,0.0,0.31,50.0,0.0,0.0,0.0,1.23,1.36,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68,0.0,0.0,13.21,90.7,8.91,87.93,0.0,0.0,3.99,96.15,6.3,97.56,6.91,84.44,30.41,44.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,75.0,0.15,0.0,0.0,0.0,0.0,0.0,6.3,82.93,0.0
N. Schiavi,Carrarese,Carrarese,"LCMF, DMF",29,500000,2027-06-30,13,1072,2,2.06,0,0.16,Argentina,"Argentina, Italy",destro,173,70,no,9.65,6.8,58.02,2.18,50.0,0.67,0.89,0.25,5.04,6.64,2.01,3,0.25,0,0.0,1.76,0.17,1,0.08,0.17,0,0.0,19,1.6,31.58,10.526,0.0,1.01,50.0,0.25,100.0,0.76,33.33,0.34,1.26,60.0,2.77,54.55,0.59,0.76,0.08,29.97,1.18,1.26,44.58,77.02,18.89,63.11,5.71,91.18,14.69,88.57,37.61,83.26,6.04,43.06,19.99,38.25,0.01,0.67,0.0,0.0,0.0,0.0,0.0,10.24,59.84,2.1,32.0,0.25,33.33,0.34,0.5,8.4,72.0,0.42
S. Scognamillo,Catanzaro,Catanzaro,"CB, RCB, LCB",30,800000,2026-06-30,10,823,0,0.27,0,0.0,Russia,"Russia, Italy",destro,183,78,no,9.62,6.12,69.64,2.52,43.48,0.87,1.33,0.33,4.48,6.8,0.66,1,0.11,0,0.0,0.11,0.0,0,0.0,0.03,0,0.0,2,0.22,0.0,0.0,0.0,0.11,100.0,0.11,100.0,0.0,0.0,0.0,0.0,0.0,1.75,56.25,0.44,0.66,0.11,38.6,0.66,1.64,50.41,92.41,12.36,84.96,3.94,97.22,28.98,96.98,46.91,94.41,3.39,64.52,19.57,35.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,79.07,0.87,75.0,0.44,50.0,0.55,0.11,5.47,76.0,2.52
D. Seck,Catanzaro,Catanzaro,"RW, CF, RB",23,2000000,2025-06-30,8,165,0,0.17,0,0.0,Senegal,Senegal,sinistro,190,76,si,3.82,5.45,50.0,1.64,0.0,0.0,0.0,0.0,1.09,2.0,3.27,1,0.55,0,0.0,7.64,0.0,0,0.0,0.09,0,0.0,1,0.55,0.0,0.0,0.0,1.64,0.0,0.55,0.0,1.09,0.0,0.55,11.45,66.67,24.55,55.56,4.36,3.82,0.55,15.82,1.09,3.27,26.18,85.42,4.91,77.78,5.45,100.0,10.91,90.0,24.55,91.11,0.0,0.0,16.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,100.0,1.09,100.0,0.0,0.0,1.64,0.0,2.73,80.0,0.0
J. Segre,Palermo,Palermo,"RCMF, RDMF",27,2700000,2027-06-30,10,814,1,1.3,0,0.17,Italy,Italy,destro,185,75,no,6.3,5.97,59.26,2.54,47.83,0.44,0.57,0.44,2.32,2.99,2.43,2,0.22,0,0.0,1.44,0.11,1,0.11,0.14,0,0.0,9,1.0,44.44,11.111,0.0,1.33,25.0,0.11,100.0,1.22,18.18,0.0,0.88,75.0,3.76,52.94,1.44,1.33,0.0,20.68,0.55,1.44,27.2,83.33,7.19,70.77,4.31,100.0,11.28,88.24,24.66,89.24,1.33,33.33,19.72,30.64,0.02,0.33,0.0,0.11,0.11,0.0,0.22,3.43,80.65,0.88,37.5,0.11,0.0,0.11,0.22,3.65,66.67,0.33
N. Sekulov,Sampdoria,Sampdoria,"CF, RWB",22,800000,2027-06-30,9,248,0,0.69,0,0.07,Italy,"Italy, North Macedonia",destro,185,79,si,4.72,4.72,76.92,4.35,41.67,0.36,0.63,0.0,0.73,1.25,0.73,0,0.0,0,0.0,2.18,0.0,0,0.0,0.25,0,0.0,7,2.54,14.29,0.0,0.0,2.54,28.57,0.73,0.0,1.81,40.0,0.36,1.81,60.0,8.71,33.33,2.54,1.81,1.09,17.06,0.73,0.73,23.59,64.62,4.72,53.85,6.17,76.47,10.16,71.43,19.96,70.91,1.09,33.33,18.87,7.13,0.02,0.73,0.0,0.0,0.0,0.0,0.0,3.99,54.55,2.9,50.0,0.0,0.0,0.73,0.73,4.72,84.62,0.0
L. Sepe,Salernitana,Salernitana,GK,33,500000,2026-06-30,10,985,0,0.0,0,0.0,Italy,Italy,sinistro,185,79,no,1.1,0.09,0.0,0.37,100.0,0.0,0.0,0.0,1.1,1.72,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,0.0,0.0,21.29,90.13,10.32,81.42,0.0,0.0,10.05,98.18,15.9,99.43,5.39,62.71,27.75,46.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,50.0,0.0,0.0,0.27,66.67,0.0,0.0,3.75,78.05,0.0
L. Sernicola,Cremonese,Cremonese,"LB, LW",27,2000000,2028-06-30,12,828,2,0.85,0,0.49,Italy,Italy,destro,188,78,no,5.33,4.46,53.66,3.15,41.38,0.33,0.49,0.22,2.61,3.89,1.41,1,0.11,0,0.0,3.91,0.22,2,0.22,0.09,0,0.0,15,1.63,40.0,13.333,0.0,3.04,35.71,2.83,38.46,0.22,0.0,0.43,3.8,54.29,7.39,41.18,1.3,1.96,0.65,25.22,2.5,0.65,35.54,81.96,13.48,71.77,8.37,98.7,9.24,80.0,29.35,91.11,3.48,43.75,19.87,37.34,0.05,0.22,0.0,0.0,0.11,100.0,0.11,4.67,67.44,2.5,34.78,0.11,0.0,0.11,0.87,6.63,77.05,0.54
A. Sersanti,Reggiana,Reggiana,"LCMF, LWB",22,750000,2026-06-30,13,1086,1,1.1,0,1.13,Italy,Italy,destro,182,74,si,9.53,8.45,62.75,6.3,53.95,0.75,0.93,0.33,3.48,4.34,1.99,2,0.17,0,0.0,1.66,0.08,1,0.08,0.09,1,0.08,12,0.99,50.0,8.333,0.0,0.91,36.36,0.75,33.33,0.08,0.0,0.25,1.57,52.63,5.88,43.66,1.49,1.49,0.66,12.02,0.66,2.15,19.72,71.85,5.55,49.25,4.64,94.64,6.55,77.22,15.99,77.72,2.82,50.0,18.86,32.4,0.09,0.75,0.0,0.0,0.17,0.0,0.25,2.65,56.25,1.08,23.08,0.41,20.0,0.33,0.33,4.06,69.39,0.0
L. Sgarbi,Bari,Bari,"AMF, RWB, LW",23,550000,2025-06-30,7,240,0,0.32,2,0.64,Italy,Italy,destro,189,81,si,4.5,4.5,66.67,0.75,0.0,0.0,0.0,0.0,1.5,2.4,1.13,0,0.0,0,0.0,8.25,0.0,0,0.0,0.12,0,0.0,5,1.88,0.0,0.0,0.75,9.75,42.31,1.13,33.33,8.63,43.48,1.13,6.0,68.75,15.0,52.5,3.38,4.5,1.5,29.63,1.5,4.13,40.5,71.3,8.25,59.09,10.13,92.59,15.38,78.05,28.88,84.42,1.88,20.0,20.62,17.09,0.24,2.25,0.0,0.0,0.0,0.0,1.13,3.0,50.0,7.5,65.0,0.0,0.0,0.75,4.5,8.25,95.45,0.75
C. Shpendi,Cesena,Cesena,CF,21,3000000,2026-06-30,12,1006,8,7.44,0,0.51,Italy,"Italy, Albania",destro,181,74,no,2.15,3.58,35.0,4.29,27.08,0.0,0.0,0.09,0.89,1.15,2.5,1,0.09,0,0.0,3.04,0.72,3,0.27,0.67,0,0.0,29,2.59,51.72,27.586,0.0,0.72,25.0,0.27,0.0,0.45,40.0,0.18,3.04,50.0,10.2,35.96,3.67,1.61,0.81,13.15,2.42,1.7,17.71,80.81,2.86,59.38,5.82,95.38,4.56,90.2,16.73,83.42,0.27,66.67,14.58,8.58,0.05,0.54,0.09,0.0,0.0,0.0,0.45,0.98,63.64,1.16,61.54,0.09,0.0,1.16,0.18,0.98,54.55,0.0
S. Shpendi,Carrarese,Carrarese,CF,21,2000000,2025-06-30,6,405,0,0.51,1,0.24,Italy,"Italy, Albania",destro,181,74,si,2.44,3.33,53.33,3.33,33.33,0.0,0.0,0.0,0.67,0.96,2.44,0,0.0,0,0.0,1.78,0.0,0,0.0,0.11,0,0.0,5,1.11,40.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,50.0,9.33,33.33,2.22,0.89,0.67,10.22,0.44,2.44,13.56,83.61,3.33,60.0,3.11,92.86,3.56,100.0,13.33,85.0,0.22,0.0,13.06,3.87,0.05,0.67,0.0,0.0,0.0,0.0,0.22,0.44,50.0,0.67,66.67,0.0,0.0,1.33,0.0,0.44,50.0,0.0
